gene,module_id
ABBFA_000375,132
ABBFA_000474,133
ABBFA_003538,134
ABBFA_003540,134
ABBFA_000182,135
ABBFA_000183,136
ABBFA_000184,137
ABBFA_000338,138
ABBFA_000615,139
ABBFA_000616,139
ABBFA_000252,140
ABBFA_000255,141
ABBFA_000509,142
ABBFA_000189,143
ABBFA_000194,144
ABBFA_000320,145
ABBFA_000594,146
ABBFA_000672,147
ABBFA_000716,148
xth,149
ABBFA_000195,150
ABBFA_000196,150
ABBFA_000695,151
ABBFA_000197,152
ABBFA_000198,153
gabT,153
ABBFA_000203,154
ABBFA_000639,154
ABBFA_000493,155
ABBFA_000698,156
ABBFA_000205,157
ABBFA_000206,158
ABBFA_000714,159
accD,160
ABBFA_000242,161
ABBFA_000471,161
ABBFA_000281,162
ABBFA_000243,163
ABBFA_000608,164
ABBFA_000426,165
ABBFA_000427,165
ABBFA_000256,166
ABBFA_000342,167
ABBFA_000470,168
ABBFA_000288,169
ABBFA_000337,170
ABBFA_000476,171
ABBFA_000598,172
bfr,173
ABBFA_000264,174
ABBFA_000461,175
ABBFA_000614,176
ABBFA_000267,177
ABBFA_000273,178
ABBFA_000280,179
ABBFA_000307,180
ABBFA_000671,181
gltA,182
ABBFA_000289,183
ABBFA_000460,184
ABBFA_000290,185
ABBFA_000295,186
ABBFA_000527,187
ABBFA_000296,188
ABBFA_000297,188
ABBFA_000298,188
ABBFA_000301,189
ABBFA_000775,190
ABBFA_000690,191
ABBFA_000319,192
ABBFA_000647,193
ABBFA_000321,194
ABBFA_000322,195
ABBFA_000323,196
ABBFA_000649,197
ABBFA_000651,198
ABBFA_000650,199
ABBFA_000327,200
ABBFA_000328,200
ABBFA_000330,201
ABBFA_000383,202
ABBFA_000384,202
ABBFA_000579,203
ABBFA_000783,204
ABBFA_000717,205
ABBFA_000718,205
ABBFA_000638,206
thrH,207
ABBFA_000347,208
ABBFA_000344,209
ABBFA_000646,210
ABBFA_000346,211
ABBFA_000387,212
ABBFA_000591,213
ABBFA_000355,214
ABBFA_000713,215
ABBFA_000386,216
ABBFA_000753,217
ABBFA_000364,218
ABBFA_000370,219
ABBFA_000376,220
ABBFA_000377,221
astA,222
astB,223
astD,224
ABBFA_000382,225
lolA,225
ABBFA_000484,226
ABBFA_000389,227
ABBFA_000480,228
ABBFA_000617,229
rplV,230
rpsC,230
ABBFA_000400,231
ABBFA_000576,232
ABBFA_000407,233
ABBFA_000409,234
ABBFA_000410,235
ABBFA_000411,236
ABBFA_000412,237
ABBFA_000419,238
ABBFA_000578,239
ABBFA_000600,240
ABBFA_000425,241
ABBFA_000432,242
ABBFA_000433,243
rplB,244
rplR,245
rpsS,246
ABBFA_000446,247
ABBFA_000441,248
rplP,249
ABBFA_000444,250
rpsE,251
ABBFA_000445,252
rplX,253
ABBFA_000447,254
ABBFA_000466,255
ABBFA_000467,256
ABBFA_000468,257
ABBFA_000545,258
ABBFA_000492,259
ABBFA_000640,260
ABBFA_000658,261
ABBFA_000782,262
ABBFA_000750,263
ABBFA_000498,264
ABBFA_000744,265
ABBFA_000503,266
ABBFA_000506,267
ABBFA_000507,268
ABBFA_000508,269
ABBFA_000510,270
ABBFA_000511,271
ABBFA_000515,272
rpmA,273
ABBFA_000519,274
ABBFA_000602,275
ABBFA_000574,276
ABBFA_000575,277
ABBFA_000619,278
ABBFA_000612,279
ABBFA_000648,280
rpmJ,281
dapE,282
rpsP,283
ABBFA_000697,284
ABBFA_000709,285
ABBFA_000711,286
ABBFA_000712,287
ABBFA_000719,288
ABBFA_000731,289
ABBFA_000732,290
ABBFA_000733,291
ABBFA_000734,292
ABBFA_000747,293
ABBFA_000748,294
ABBFA_000751,295
dnaJ,296
ABBFA_000784,297
ABBFA_000766,298
ABBFA_000767,299
ABBFA_000785,300
trpA,301
aceE,302
aceF,303
astE,304
lpdA,305
sucB,306
uvrA,307
rimM,308
trmD,309
rplM,310
rplS,311
rpsJ,312
rplO,313
secY,314
rplU,315
rpmD,316
sdhC,317
sdhD,318
