gene1,gene2,weight,zscore,pvalue,qvalue,lfdr,prob
ABBFA_000005,ABBFA_000434,0.10741365406677965,0.10741365406677965,0.0,0.0,0.0,1.0
ABBFA_000005,rpmC,0.10802505827269766,0.10802505827269766,0.0,0.0,0.0,1.0
ABBFA_000008,ABBFA_000353,0.12586698254418124,0.12586698254418124,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000164,0.1242632924371558,0.1242632924371558,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000178,-0.11952448118446314,-0.11952448118446314,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000395,0.1634573782124657,0.1634573782124657,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000463,0.1699262581686635,0.1699262581686635,0.0,0.0,0.0,1.0
ABBFA_000010,ABBFA_000098,0.10345740913353994,0.10345740913353994,0.0,0.0,0.0,1.0
ABBFA_000010,ABBFA_000261,0.10537273395092304,0.10537273395092304,0.0,0.0,0.0,1.0
ABBFA_000010,ABBFA_000464,0.11327495096548619,0.11327495096548619,0.0,0.0,0.0,1.0
ABBFA_000011,ABBFA_000690,-0.10547807533681706,-0.10547807533681706,0.0,0.0,0.0,1.0
ABBFA_000012,ABBFA_000397,0.11451943504786746,0.11451943504786746,0.0,0.0,0.0,1.0
ABBFA_000015,ABBFA_000413,0.11485485791704482,0.11485485791704482,0.0,0.0,0.0,1.0
ABBFA_000015,hutG,-0.1079021889148158,-0.1079021889148158,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000017,0.20394335192930962,0.20394335192930962,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000302,0.1421942771942563,0.1421942771942563,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000307,0.11059486025063316,0.11059486025063316,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000554,0.10865946415442304,0.10865946415442304,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000617,0.10843546232582696,0.10843546232582696,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_003532,-0.1481950640237164,-0.1481950640237164,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000259,0.35006189927660425,0.35006189927660425,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000408,0.1557672615368957,0.1557672615368957,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000661,0.1400884515469845,0.1400884515469845,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000752,0.10315157526549468,0.10315157526549468,0.0,0.0,0.0,1.0
ABBFA_000019,ABBFA_000504,0.10110451135179681,0.10110451135179681,0.0,0.0,1.0760208473e-314,1.0
ABBFA_000022,ABBFA_000023,0.10812618189648854,0.10812618189648854,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000245,0.11272673949888078,0.11272673949888078,0.0,0.0,0.0,1.0
