gene,module_id
ABBFA_000532,130
ABBFA_000710,131
ABBFA_000494,132
ABBFA_000385,133
ABBFA_000618,133
ABBFA_000636,134
ABBFA_000716,135
ABBFA_000166,136
ABBFA_000167,137
ABBFA_000375,138
ABBFA_000426,139
ABBFA_000427,139
ABBFA_003538,140
ABBFA_003540,140
ABBFA_000182,141
ABBFA_000183,142
ABBFA_000266,143
ABBFA_000614,144
ABBFA_000184,145
ABBFA_000338,146
ABBFA_000615,147
ABBFA_000616,147
ABBFA_000189,148
ABBFA_000194,149
ABBFA_000320,150
ABBFA_000594,151
ABBFA_000672,152
xth,153
ABBFA_000695,154
ABBFA_000197,155
ABBFA_000255,156
ABBFA_000198,157
gabT,157
ABBFA_000203,158
ABBFA_000639,158
ABBFA_000205,159
ABBFA_000206,160
accD,161
ABBFA_000242,162
ABBFA_000471,162
ABBFA_000281,163
ABBFA_000243,164
ABBFA_000608,165
ABBFA_000505,166
ABBFA_000256,167
ABBFA_000342,168
ABBFA_000470,169
ABBFA_000486,170
ABBFA_000337,171
ABBFA_000598,172
ABBFA_000744,173
ABBFA_000264,174
ABBFA_000300,175
ABBFA_000267,176
ABBFA_000273,177
ABBFA_000280,178
ABBFA_000296,179
ABBFA_000297,179
ABBFA_000298,179
ABBFA_000307,180
ABBFA_000671,181
gltA,182
ABBFA_000383,183
ABBFA_000384,183
thrH,184
ABBFA_000290,185
ABBFA_000295,186
ABBFA_000527,187
ABBFA_000301,188
ABBFA_000775,189
ABBFA_000319,190
ABBFA_000647,191
ABBFA_000321,192
ABBFA_000322,193
ABBFA_000323,194
ABBFA_000649,195
ABBFA_000651,196
ABBFA_000650,197
ABBFA_000327,198
ABBFA_000328,198
ABBFA_000330,199
ABBFA_000579,200
ABBFA_000717,201
ABBFA_000718,201
ABBFA_000783,202
ABBFA_000638,203
ABBFA_000574,204
ABBFA_000344,205
ABBFA_000347,206
ABBFA_000646,207
ABBFA_000346,208
ABBFA_000387,209
ABBFA_000465,210
ABBFA_000355,211
ABBFA_000356,212
ABBFA_000386,213
ABBFA_000358,214
ABBFA_000493,215
ABBFA_000753,216
ABBFA_000364,217
ABBFA_000622,218
ABBFA_000623,218
ABBFA_000698,219
ABBFA_000370,220
ABBFA_000573,221
ABBFA_000577,221
ABBFA_000377,222
ABBFA_000376,223
astA,224
astB,225
astE,225
astD,226
ABBFA_000382,227
lolA,228
ABBFA_000389,229
ABBFA_000480,230
ABBFA_000617,231
ABBFA_000576,232
ABBFA_000407,233
typA,234
ABBFA_000409,235
ABBFA_000410,236
ABBFA_000411,237
ABBFA_000412,238
ABBFA_000484,239
ABBFA_000578,240
ABBFA_000600,241
ABBFA_000425,242
ABBFA_000432,243
ABBFA_000433,244
rpsS,244
rplB,245
rplR,246
ABBFA_000441,247
rplP,248
rplV,249
rpsC,249
ABBFA_000444,250
rpsE,251
ABBFA_000445,252
ABBFA_000446,253
rplX,254
ABBFA_000447,255
ABBFA_000466,256
ABBFA_000467,257
ABBFA_000468,258
ABBFA_000476,259
ABBFA_000545,260
ABBFA_000492,261
ABBFA_000640,262
ABBFA_000658,263
ABBFA_000782,264
ABBFA_000750,265
ABBFA_000503,266
ABBFA_000504,267
ABBFA_000506,268
ABBFA_000507,269
ABBFA_000508,270
ABBFA_000509,271
ABBFA_000510,272
ABBFA_000511,273
ABBFA_000515,274
rpmA,275
ABBFA_000519,276
ABBFA_000602,277
ABBFA_000575,278
ABBFA_000619,279
ABBFA_000612,280
uvrA,281
ABBFA_000648,282
dapE,283
agcS,284
rpsP,285
ABBFA_000697,286
ABBFA_000705,287
ABBFA_000709,288
ABBFA_000711,289
ABBFA_000712,290
ABBFA_000727,291
ABBFA_000729,292
ABBFA_000730,293
ABBFA_000731,294
ABBFA_000732,295
ABBFA_000733,296
ABBFA_000747,297
ABBFA_000748,298
ABBFA_000751,299
dnaJ,300
ABBFA_000766,301
ABBFA_000767,302
trpA,303
aceE,304
aceF,305
lpdA,306
sucB,307
rimM,308
trmD,309
rplM,310
rplS,311
rpsJ,312
rplU,313
rpmD,314
sdhC,315
sdhD,316
