gene1,gene2,weight,zscore,pvalue,qvalue,lfdr,prob
ABBFA_000005,ABBFA_000434,0.10849590245312786,0.10849590245312786,0.0,0.0,0.0,1.0
ABBFA_000005,rpmC,0.10062921627060552,0.10062921627060552,0.0,0.0,1.080137377839e-311,1.0
ABBFA_000008,ABBFA_000353,0.11577444705292442,0.11577444705292442,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000164,0.14410842104749955,0.14410842104749955,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000178,-0.1341314745932437,-0.1341314745932437,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000395,0.1699031067122417,0.1699031067122417,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000463,0.1494355032207268,0.1494355032207268,0.0,0.0,0.0,1.0
ABBFA_000009,ABBFA_000656,0.10106453386487697,0.10106453386487697,0.0,0.0,2.3574337697e-314,1.0
ABBFA_000010,ABBFA_000464,0.1163110715007157,0.1163110715007157,0.0,0.0,0.0,1.0
ABBFA_000010,ABBFA_000554,0.10040898259249939,0.10040898259249939,0.0,0.0,2.37373940981074e-310,1.0
ABBFA_000011,ABBFA_000268,-0.1055254537935789,-0.1055254537935789,0.0,0.0,0.0,1.0
ABBFA_000011,ABBFA_000690,-0.11429333974264835,-0.11429333974264835,0.0,0.0,0.0,1.0
ABBFA_000012,ABBFA_000268,0.104589920133178,0.104589920133178,0.0,0.0,0.0,1.0
ABBFA_000012,ABBFA_000397,0.11539383932707757,0.11539383932707757,0.0,0.0,0.0,1.0
ABBFA_000015,ABBFA_000413,0.11427353056233545,0.11427353056233545,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000017,0.1846688986876032,0.1846688986876032,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000302,0.12467157962845593,0.12467157962845593,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000554,0.11873117905861956,0.11873117905861956,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_000660,0.10254146816509786,0.10254146816509786,0.0,0.0,0.0,1.0
ABBFA_000016,ABBFA_003532,-0.12156567745303436,-0.12156567745303436,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000259,0.3574782865531983,0.3574782865531983,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000408,0.13069976060636296,0.13069976060636296,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000661,0.10391244070579989,0.10391244070579989,0.0,0.0,0.0,1.0
ABBFA_000017,ABBFA_000752,0.10515926146362771,0.10515926146362771,0.0,0.0,0.0,1.0
ABBFA_000019,ABBFA_000597,0.1221262454175941,0.1221262454175941,0.0,0.0,0.0,1.0
ABBFA_000019,bfr,0.10207697743918422,0.10207697743918422,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000023,0.1070526228459204,0.1070526228459204,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000245,0.11549597864577851,0.11549597864577851,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000289,-0.10827532631681608,-0.10827532631681608,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000642,0.10757308812947264,0.10757308812947264,0.0,0.0,0.0,1.0
ABBFA_000022,ABBFA_000652,0.10646026902545747,0.10646026902545747,0.0,0.0,0.0,1.0
ABBFA_000023,ABBFA_000284,-0.12807391993137682,-0.12807391993137682,0.0,0.0,0.0,1.0
ABBFA_000023,ABBFA_000408,0.13675498914039236,0.13675498914039236,0.0,0.0,0.0,1.0
ABBFA_000023,ABBFA_000673,0.14417473264306363,0.14417473264306363,0.0,0.0,0.0,1.0
ABBFA_000023,ABBFA_000694,0.1120019650767115,0.1120019650767115,0.0,0.0,0.0,1.0
ABBFA_000023,ABBFA_000752,0.11122769182881602,0.11122769182881602,0.0,0.0,0.0,1.0
ABBFA_000031,ABBFA_000090,0.11357544760054399,0.11357544760054399,0.0,0.0,0.0,1.0
ABBFA_000031,ABBFA_000369,0.13044444020765292,0.13044444020765292,0.0,0.0,0.0,1.0
ABBFA_000031,ABBFA_000681,0.11272756229920901,0.11272756229920901,0.0,0.0,0.0,1.0
ABBFA_000033,ABBFA_000034,0.2749836257816425,0.2749836257816425,0.0,0.0,0.0,1.0
ABBFA_000033,ABBFA_000585,0.1649502411494421,0.1649502411494421,0.0,0.0,0.0,1.0
ABBFA_000037,ABBFA_000430,0.11190988866041299,0.11190988866041299,0.0,0.0,0.0,1.0
ABBFA_000037,phoB,0.11919855176562044,0.11919855176562044,0.0,0.0,0.0,1.0
ABBFA_000040,ABBFA_000041,0.2591476967471876,0.2591476967471876,0.0,0.0,0.0,1.0
ABBFA_000040,ABBFA_000363,0.11189741564178483,0.11189741564178483,0.0,0.0,0.0,1.0
ABBFA_000041,ABBFA_000362,0.15086198654404295,0.15086198654404295,0.0,0.0,0.0,1.0
ABBFA_000041,ABBFA_000363,0.16450998012550636,0.16450998012550636,0.0,0.0,0.0,1.0
ABBFA_000052,ABBFA_000091,0.12570246994888348,0.12570246994888348,0.0,0.0,0.0,1.0
ABBFA_000052,ABBFA_000252,-0.1001907566710871,-0.1001907566710871,0.0,0.0,6.41948417375298e-289,1.0
ABBFA_000052,ABBFA_000261,0.1044895665528903,0.1044895665528903,0.0,0.0,0.0,1.0
ABBFA_000052,ABBFA_000656,0.15537646596718144,0.15537646596718144,0.0,0.0,0.0,1.0
ABBFA_000052,ABBFA_000776,0.18392986750249246,0.18392986750249246,0.0,0.0,0.0,1.0
ABBFA_000057,ABBFA_000195,0.10624312965448647,0.10624312965448647,0.0,0.0,0.0,1.0
ABBFA_000057,ABBFA_000590,0.13283570107711837,0.13283570107711837,0.0,0.0,0.0,1.0
ABBFA_000057,ABBFA_000667,0.11622259160779116,0.11622259160779116,0.0,0.0,0.0,1.0
ABBFA_000064,ABBFA_000343,0.1256682059072412,0.1256682059072412,0.0,0.0,0.0,1.0
ABBFA_000064,fahA,0.10592632098529232,0.10592632098529232,0.0,0.0,0.0,1.0
ABBFA_000067,ABBFA_000070,0.3491254891833401,0.3491254891833401,0.0,0.0,0.0,1.0
ABBFA_000067,ABBFA_000180,-0.10049747982658508,-0.10049747982658508,0.0,0.0,1.0075993182590259e-290,1.0
ABBFA_000067,ABBFA_000352,0.1476493713542999,0.1476493713542999,0.0,0.0,0.0,1.0
